City,State,State_Abbre,Year,Population,Latitude,Longitude,Ozone_O3,Ozone_O3_AQI,Carbon_Monoxide_CO,Carbon_Monoxide_CO_AQI,Sulfur_Dioxide_SO2,Sulfur_Dioxide_SO2_AQI,Nitrogen_Dioxide_NO2,Nitrogen Dioxide_NO2_AQI
Albuquerque,New Mexico,NM,2011,564559.0,35.084,-106.652,0.03491897173601179,45.04802878418701,0.20689836063417022,3.5400950350477607,0.4207794854984374,0.8308168688313294,13.448545982023676,26.556054235746952
Albuquerque,New Mexico,NM,2012,564559.0,35.084,-106.652,0.03438889937090594,45.599311580768756,0.18447663872574468,3.392480533926585,0.6582749901415154,1.3319218885181066,13.708917972987889,27.091435545668023
Albuquerque,New Mexico,NM,2013,564559.0,35.084,-106.652,0.035580045555982244,45.330386300278775,0.2129414237736104,3.3783595038971383,0.8082555106317916,1.1662086818000796,11.879027252291701,23.265519926608636
Albuquerque,New Mexico,NM,2014,564559.0,35.084,-106.652,0.03339866702041069,41.40328879531049,0.22107303730154315,3.4698120045200134,0.5040405276111906,0.8200810865688507,11.582858280573697,23.009264659145085
Albuquerque,New Mexico,NM,2015,564559.0,35.084,-106.652,0.0324763122386622,40.50961231173968,0.22987263450048848,3.635134227134598,0.6962648381131887,1.0492755030574832,11.170107804686204,22.733951303917934
Albuquerque,New Mexico,NM,2016,564559.0,35.084,-106.652,0.035071586991719195,43.84337535533309,0.2243517410610555,3.6179644048943267,0.8472830794493883,1.2546440489432704,10.35236607016129,22.322361265603757
Albuquerque,New Mexico,NM,2017,564559.0,35.084,-106.652,0.0352060228096376,44.690571485463956,0.23571747503982476,3.660444046196734,0.4229607760055754,0.6078255675029869,10.397301871226603,21.321296296296296
Albuquerque,New Mexico,NM,2018,564559.0,35.084,-106.652,0.037275569632876426,50.7025382896536,0.23465065048925124,3.565241140950262,0.5292900818322533,0.8470770481801256,10.258983353074674,22.258777904314613
Albuquerque,New Mexico,NM,2019,564559.0,35.084,-106.652,0.03680472108272861,46.858382550276325,0.20160610912698415,3.277725691685647,0.513634600017877,0.6086297385101612,9.480947799387106,20.969953166657838
Albuquerque,New Mexico,NM,2020,564559.0,35.084,-106.652,0.0345555938812084,42.40572836661546,0.19712718693036355,3.061200716845878,0.4514037604262673,0.41071428571428575,7.757015927611366,18.61418970814132
Albuquerque,New Mexico,NM,2021,564559.0,35.084,-106.652,0.0362961861863429,44.24752536036711,0.18532364873201712,2.877160971481659,0.5198267807141095,0.5726686236603444,7.87031853835206,18.728568609194134
Albuquerque,New Mexico,NM,2022,564559.0,35.084,-106.652,0.03729388921415962,47.42155940058239,0.2369868586046935,3.52098772874635,0.24675697817907935,0.29784166450833116,8.515636757331158,19.545765138437552
Albuquerque,New Mexico,NM,2023,564559.0,35.084,-106.652,0.03944405868731269,49.446222120463666,0.2455980442169363,3.7340242156324455,0.14987416780114673,0.10257271565370317,9.30221563195091,23.190273123775714
Alexandria,Virginia,VA,2000,159467.0,38.805,-77.047,0.021916749059139783,33.57674731182796,0.5322755543010753,8.486290322580645,5.516450341397849,28.34489247311828,22.81228736357527,37.45497311827957
Alexandria,Virginia,VA,2001,159467.0,38.805,-77.047,0.02860568830645161,45.578763440860214,0.5367999545698925,8.164784946236558,4.833019153225806,29.08427419354839,23.558812062231183,37.51397849462366
Alexandria,Virginia,VA,2002,159467.0,38.805,-77.047,0.03210288887510339,51.89021918941274,0.48542611606182795,7.5978856492969395,5.083767740736145,24.831492969396194,24.4544492022591,41.50885028949545
Alexandria,Virginia,VA,2003,159467.0,38.805,-77.047,0.025605558691066996,39.626098014888335,0.2986231625599669,5.419030190239868,4.088322106205542,21.623159636062862,21.884876403585608,36.80568031430934
Alexandria,Virginia,VA,2004,159467.0,38.805,-77.047,0.025840153490356715,37.623934865164706,0.25429713544493515,4.665679936849291,4.650190260828427,23.78637246117085,22.41632372125843,34.489086234852365
Alexandria,Virginia,VA,2005,159467.0,38.805,-77.047,0.030694951374140116,46.478840060256616,0.42716139524087804,6.153331923388024,5.8010793076326275,28.960451776160053,21.825868387420137,36.13394665954273
Alexandria,Virginia,VA,2006,159467.0,38.805,-77.047,0.03415917511487344,55.42866120127341,0.31557816766429575,4.868050045637704,2.05587167839116,13.064836038202097,18.204816451814267,30.715554776375257
Alexandria,Virginia,VA,2007,159467.0,38.805,-77.047,0.035022951749191664,48.5128769080382,0.2826279569986465,4.383645700177959,2.7664050483714315,14.380453104243427,17.353598063560543,32.05463130059904
Alexandria,Virginia,VA,2008,159467.0,38.805,-77.047,0.027536228210153276,37.748726313686475,0.21360723097654802,3.5798192349677698,2.1925402176174655,10.513627525235078,15.73688218519578,28.456657378396056
Alexandria,Virginia,VA,2009,159467.0,38.805,-77.047,0.029081934946236558,36.566935483870964,0.15531583548387096,2.5848118279569894,1.54586574327957,10.371908602150537,13.082160921236559,25.357930107526883
Alexandria,Virginia,VA,2010,159467.0,38.805,-77.047,0.03127667211021505,45.51270161290323,0.18878400127688172,3.495228494623656,1.5089715565860216,4.753360215053763,14.328750317876345,29.33279569892473
