City,State_Abbre,Type,Population,Latitude,Longitude
Rose Hill,NC,Town,1371,34.826,-78.026
Shell Lake,WI,City,1371,45.726,-91.91
Elmore,OH,Village,1370,41.47,-83.291
Frenchtown,NJ,Borough,1370,40.531,-75.051
Richland,GA,City,1370,32.089,-84.662
Schuylerville,NY,Village,1370,43.101,-73.581
Seven Points,TX,City,1370,32.338,-96.234
Three Oaks,MI,Village,1370,41.799,-86.612
West Buechel,KY,City,1370,38.196,-85.669
Gleason,TN,Town,1369,36.217,-88.611
Nora Springs,IA,City,1369,43.145,-93.009
Oakland,NE,City,1369,41.835,-96.467
Okawville,IL,Village,1369,38.435,-89.548
Clyde,NC,Town,1368,35.533,-82.911
Hebron,IL,Village,1368,42.465,-88.434
Maple Bluff,WI,Village,1368,43.117,-89.371
Mount Wolf,PA,Borough,1368,40.062,-76.705
Glade Spring,VA,Town,1367,36.79,-81.772
Navassa,NC,Town,1367,34.282,-78.037
Gardner,IL,Village,1366,41.195,-88.314
Minneota,MN,City,1366,44.563,-95.983
Walford,IA,City,1366,41.875,-91.837
Addison,VT,Town,1365,44.07,-73.355
Greenup,IL,Village,1365,39.248,-88.16
Greenville,IN,Town,1365,38.372,-85.985
Lake Lure,NC,Town,1365,35.447,-82.201
Starbuck,MN,City,1365,45.612,-95.533
Susquehanna Depot,PA,Borough,1365,41.941,-75.608
Atlantic Beach,NC,Town,1364,34.701,-76.741
Fayston,VT,Town,1364,44.215,-72.874
Hayfield,MN,City,1364,43.89,-92.847
Sabinal,TX,City,1364,29.321,-99.47
Westville,OK,Town,1364,35.991,-94.575
Franklin,VT,Town,1363,44.974,-72.876
Gordonsville,TN,Town,1363,36.186,-85.931
Crooks,SD,City,1362,43.659,-96.81
Roland,IA,City,1362,42.166,-93.503
Colebrook,CT,Town,1361,42.002,-73.098
Gerald,MO,City,1361,38.399,-91.33
New Rockford,ND,City,1361,47.679,-99.134
Dillsboro,IN,Town,1360,39.018,-85.059
Mars Hill,ME,Town,1360,46.554,-67.847
Sherburne,NY,Village,1360,42.681,-75.496
Shoemakersville,PA,Borough,1360,40.5,-75.97
Granville,IL,Village,1359,41.264,-89.23
Milan,NH,Town,1358,44.566,-71.217
St Jacob,IL,Village,1358,38.719,-89.768
Windsor,PA,Borough,1358,39.916,-76.584
Black Creek,WI,Village,1357,44.475,-88.45
Chesterfield,SC,Town,1357,34.733,-80.078
Elizabethville,PA,Borough,1357,40.547,-76.816
Gretna,FL,City,1357,30.587,-84.705
Lone Tree,IA,City,1357,41.487,-91.426
Sparta,GA,City,1357,33.278,-82.97
Surrey,ND,City,1357,48.236,-101.133
Terre Hill,PA,Borough,1357,40.161,-76.051
Bernice,LA,Town,1356,32.827,-92.657
Elroy,WI,City,1356,43.741,-90.27
Enosburg Falls,VT,Village,1356,44.908,-72.804
Remington,IN,Town,1356,40.765,-87.153
Scottville,MI,City,1356,43.952,-86.279
Bass River,NJ,Township,1355,39.664,-74.449
Granville,WV,Town,1355,39.648,-80.002
Lannon,WI,Village,1355,43.155,-88.153
Middletown,VA,Town,1355,39.029,-78.278
Plains,TX,Town,1355,33.19,-102.827
Frazeysburg,OH,Village,1354,40.118,-82.117
Mount Vernon,AL,Town,1354,31.088,-88.013
Richlandtown,PA,Borough,1353,40.473,-75.321
Carbondale,KS,City,1352,38.822,-95.693
Clifton,IL,Village,1352,40.934,-87.934
Woodstock,ME,Town,1352,44.389,-70.58
Yates Center,KS,City,1352,37.867,-95.755
Alvord,TX,Town,1351,33.357,-97.696
Munford,AL,Town,1351,33.529,-85.953
Sackets Harbor,NY,Village,1351,43.938,-76.113
Walls,MS,Town,1351,34.933,-90.16
Warren,CT,Town,1351,41.739,-73.346
Forest,OH,Village,1350,40.806,-83.511
Linn,MO,City,1350,38.479,-91.845
Advance,MO,City,1349,37.104,-89.911
Cresson,TX,City,1349,32.53,-97.615
Kincaid,IL,Village,1349,39.587,-89.417
Miller,SD,City,1349,44.52,-98.987
New Market,TN,Town,1349,36.095,-83.557
Waukomis,OK,Town,1349,36.286,-97.903
Menard,TX,City,1348,30.918,-99.784
Stanton,MI,City,1348,43.293,-85.08
Elmer,NJ,Borough,1347,39.592,-75.175
Yutan,NE,City,1347,41.243,-96.396
Fletcher,VT,Town,1346,44.704,-72.911
Kenduskeag,ME,Town,1346,44.917,-68.925
Omao,HI,Census-Designated Place,1346,21.937,-159.486
Woodward,IA,City,1346,41.842,-93.922
Flippin,AR,City,1345,36.277,-92.593
Silver Lake,KS,City,1345,39.1,-95.856
Mancelona,MI,Village,1344,44.902,-85.061
Pelzer,SC,Town,1344,34.642,-82.461
West Windsor,VT,Town,1344,43.484,-72.492
Whitingham,VT,Town,1344,42.783,-72.867
Claycomo,MO,Village,1343,39.199,-94.479
Craftsbury,VT,Town,1343,44.654,-72.396
Vienna,IL,City,1343,37.414,-88.887
West Stockbridge,MA,Town,1343,42.314,-73.394
Hayden,AL,Town,1342,33.892,-86.756
Tatum,TX,City,1342,32.316,-94.519
Brackettville,TX,City,1341,29.318,-100.411
Centerfield,UT,Town,1341,39.128,-111.819
Inman,KS,City,1341,38.23,-97.773
Mabscott,WV,Town,1341,37.769,-81.213
Clinton,LA,Town,1340,30.862,-91.015
Lakewood Club,MI,Village,1340,43.376,-86.255
Logansport,LA,Town,1340,31.976,-93.993
Menahga,MN,City,1340,46.754,-95.103
Toluca,IL,City,1340,41.004,-89.134
Byhalia,MS,Town,1339,34.869,-89.69
Lenox,IA,City,1339,40.883,-94.559
Mendon,UT,City,1339,41.711,-111.978
Red Lake Falls,MN,City,1339,47.884,-96.273
Eden,VT,Town,1338,44.715,-72.537
Owensville,IN,Town,1338,38.272,-87.692
Smithville,OH,Village,1338,40.862,-81.86
Dover,AR,City,1337,35.391,-93.114
Grand Marais,MN,City,1337,47.759,-90.344
Mason,TN,Town,1337,35.412,-89.543
Tunbridge,VT,Town,1337,43.902,-72.485
Thompson Falls,MT,City,1336,47.599,-115.34
Chesapeake,WV,Town,1335,38.223,-81.536
Cottage City,MD,Town,1335,38.938,-76.95
Frazee,MN,City,1335,46.729,-95.704
Gold Hill,OR,City,1335,42.436,-123.053
Hico,TX,City,1335,31.986,-98.029
Kingsford Heights,IN,Town,1335,41.479,-86.693
Osborne,KS,City,1335,39.441,-98.699
Remerton,GA,City,1334,30.844,-83.309
West Alexandria,OH,Village,1334,39.744,-84.534
Onarga,IL,Village,1333,40.715,-88.007
Rotan,TX,City,1332,32.854,-100.466
Tennessee Ridge,TN,Town,1332,36.318,-87.766
Winthrop,MN,City,1332,44.543,-94.361
Barneveld,WI,Village,1331,43.012,-89.897
Dickson,OK,Town,1331,34.19,-96.999
Dayton,IN,Town,1330,40.376,-86.775
Elverson,PA,Borough,1330,40.154,-75.831
Grantsburg,WI,Village,1330,45.78,-92.683
Guthrie,KY,City,1330,36.649,-87.174
Oxford,NY,Village,1330,42.441,-75.596
Palm Beach Shores,FL,Town,1330,26.777,-80.034
Woodbranch,TX,City,1330,30.181,-95.183
Freeman,SD,City,1329,43.35,-97.429
Hughestown,PA,Borough,1329,41.329,-75.77
Marshall,AR,City,1329,35.907,-92.647
Ness City,KS,City,1329,38.454,-99.906
Chesterville,ME,Town,1328,44.557,-70.103
Pilot Rock,OR,City,1328,45.494,-118.83
Ivanhoe,TX,City,1327,30.677,-94.405
Parsons,WV,City,1327,39.094,-79.678
Bogart,GA,Town,1326,33.948,-83.534
Duson,LA,Town,1326,30.235,-92.189
East Machias,ME,Town,1326,44.787,-67.421
Entiat,WA,City,1326,47.677,-120.225
Pemberville,OH,Village,1326,41.41,-83.458
Blair,WI,City,1325,44.296,-91.228
Buhler,KS,City,1325,38.139,-97.771
Middleburg,PA,Borough,1325,40.789,-77.045
Oakwood,IL,Village,1325,40.11,-87.777
Plymouth,ME,Town,1325,44.771,-69.227
Salem,SD,City,1325,43.723,-97.389
Springfield,CO,Town,1325,37.405,-102.619
Georgiana,AL,Town,1324,31.639,-86.747
Germantown,IL,Village,1324,38.555,-89.541
Marion,WI,City,1324,44.675,-88.893
Fredonia,AZ,Town,1323,36.967,-112.522
Lincoln,VT,Town,1323,44.097,-72.973
New Pekin,IN,Town,1323,38.502,-86.014
North Utica,IL,Village,1323,41.357,-89.012
Warren,IL,Village,1323,42.494,-89.991
Preston,MN,City,1322,43.672,-92.083
Rome City,IN,Town,1322,41.493,-85.364
Walnut Grove,GA,City,1322,33.748,-83.85
Ardmore,AL,Town,1321,34.988,-86.829
Clymer,PA,Borough,1321,40.669,-79.014
Nashotah,WI,Village,1321,43.089,-88.408
Rutledge,TN,Town,1321,36.28,-83.52
Castine,ME,Town,1320,44.421,-68.791
Easton,ME,Town,1320,46.643,-67.855
Mansura,LA,Town,1320,31.067,-92.052
Mapleton,ND,City,1320,46.891,-97.053
Russells Point,OH,Village,1320,40.468,-83.893
Centreville,MI,Village,1319,41.921,-85.526
Louisville,NE,City,1319,40.998,-96.161
Russiaville,IN,Town,1319,40.419,-86.273
Woodsboro,TX,Town,1319,28.238,-97.325
Baileyville,ME,Town,1318,45.21,-67.467
Omega,GA,City,1318,31.339,-83.594
Roslyn Estates,NY,Village,1318,40.794,-73.661
Woodway,WA,City,1318,47.795,-122.392
Cornville,ME,Town,1317,44.863,-69.675
Cerro Gordo,IL,Village,1316,39.89,-88.735
Felton,DE,Town,1316,39.012,-75.576
Sweet Springs,MO,City,1316,38.964,-93.417
Medford,MN,City,1315,44.169,-93.248
Old River Winfree,TX,City,1315,29.874,-94.827
Oriskany,NY,Village,1315,43.157,-75.334
Princeton,NC,Town,1315,35.467,-78.16
Kaloko,HI,Census-Designated Place,1314,19.728,-155.978
Nevada,TX,City,1314,33.034,-96.373
Atglen,PA,Borough,1313,39.948,-75.975
Brooklyn,MI,Village,1313,42.106,-84.249
Harper,KS,City,1313,37.285,-98.028
Sutherland,NE,Village,1313,41.159,-101.121
Chrisman,IL,City,1312,39.804,-87.675
Somerville,TX,City,1312,30.347,-96.531
Stow Creek,NJ,Township,1312,39.456,-75.335
Walnut,IL,Village,1311,41.557,-89.591
Gretna,VA,Town,1310,36.949,-79.367
Harristown,IL,Village,1310,39.843,-89.061
Spring Hope,NC,Town,1309,35.944,-78.109
Bellevue,MI,Village,1308,42.444,-85.019
Flatonia,TX,Town,1308,29.689,-97.106
Girardville,PA,Borough,1308,40.792,-76.283
Ravenna,MI,Village,1308,43.188,-85.941
Stoneville,NC,Town,1308,36.466,-79.906
Tombstone,AZ,City,1308,31.718,-110.062
Julesburg,CO,Town,1307,40.985,-102.263
Muscoda,WI,Village,1307,43.187,-90.434
Atkinson,NE,City,1306,42.531,-98.975
Coburg,OR,City,1306,44.138,-123.059
Glenwood City,WI,City,1306,45.057,-92.171
Glyndon,MN,City,1306,46.872,-96.58
Sangerville,ME,Town,1306,45.126,-69.313
Fayette,OH,Village,1305,41.673,-84.328
Oologah,OK,Town,1305,36.443,-95.709
Charlack,MO,City,1304,38.703,-90.343
Dike,IA,City,1304,42.464,-92.626
Edwardsburg,MI,Village,1304,41.795,-86.083
Iota,LA,Town,1304,30.326,-92.496
Terry,MS,Town,1304,32.106,-90.292
Ansted,WV,Town,1303,38.135,-81.104
Barry,IL,City,1303,39.698,-91.04
North Charleroi,PA,Borough,1303,40.15,-79.908
Williamstown,PA,Borough,1303,40.581,-76.617
Brown City,MI,City,1302,43.211,-82.988
Westfield,WI,Village,1302,43.885,-89.492
Bolton,VT,Town,1301,44.403,-72.882
Renville,MN,City,1301,44.788,-95.214
Snyder,OK,City,1301,34.655,-98.953
Arlington,NE,Village,1300,41.455,-96.357
Clarksville,VA,Town,1300,36.619,-78.564
Coon Rapids,IA,City,1300,41.875,-94.678
Monroeville,OH,Village,1300,41.244,-82.703
Washburn,ND,City,1300,47.294,-101.029
Wyoming,IL,City,1300,41.064,-89.773
Crescent,OK,City,1299,35.952,-97.594
Morris,OK,City,1299,35.605,-95.862
Poipu,HI,Census-Designated Place,1299,21.892,-159.459
Holly Hill,SC,Town,1298,33.325,-80.413
East Hazel Crest,IL,Village,1297,41.576,-87.65
San Antonio,FL,City,1297,28.34,-82.279
Waymart,PA,Borough,1297,41.586,-75.404
Lake Waccamaw,NC,Town,1296,34.32,-78.521
Latta,SC,Town,1296,34.339,-79.434
Platte,SD,City,1296,43.387,-98.844
Powells Crossroads,TN,Town,1296,35.184,-85.485
Rosebud,TX,City,1296,31.075,-96.976
Schwenksville,PA,Borough,1296,40.257,-75.466
Coldstream,KY,City,1295,38.314,-85.526
Courtland,VA,Town,1295,36.712,-77.062
Olla,LA,Town,1295,31.898,-92.24
Grant Park,IL,Village,1294,41.243,-87.638
Monroeville,IN,Town,1294,40.973,-84.868
New York Mills,MN,City,1294,46.52,-95.373
Wallis,TX,City,1292,29.632,-96.064
Burlington,ND,City,1291,48.276,-101.425
Goodwater,AL,Town,1291,33.061,-86.052
Townshend,VT,Town,1291,43.07,-72.673
Atwood,KS,City,1290,39.81,-101.042
Hewlett Harbor,NY,Village,1290,40.633,-73.685
Hodgdon,ME,Town,1290,46.048,-67.844
Montrose,PA,Borough,1290,41.834,-75.876
Gillett,WI,City,1289,44.89,-88.306
Ponderay,ID,City,1289,48.312,-116.54
Basin,WY,Town,1288,44.381,-108.047
Eastport,ME,City,1288,44.911,-67.009
Foxfire,NC,Village,1288,35.178,-79.562
Galveston,IN,Town,1288,40.577,-86.191
Heidelberg,PA,Borough,1288,40.391,-80.092
Konawa,OK,City,1288,34.958,-96.754
Webberville,MI,Village,1288,42.663,-84.176
Elkhart,TX,Town,1287,31.628,-95.579
Brocton,NY,Village,1286,42.39,-79.443
Rogersville,AL,Town,1286,34.828,-87.283
Bagley,MN,City,1285,47.524,-95.404
Ontonagon,MI,Village,1285,46.866,-89.312
Dalton,PA,Borough,1284,41.538,-75.738
Danby,VT,Town,1284,43.354,-73.06
Sundown,TX,City,1283,33.458,-102.491
Glenns Ferry,ID,City,1282,42.95,-115.307
Plainview,NE,City,1282,42.353,-97.787
Sneedville,TN,Town,1282,36.537,-83.211
Dysart,IA,City,1281,42.172,-92.309
Royalton,MN,City,1281,45.83,-94.293
Beaver,OK,Town,1280,36.815,-100.524
Beechwood Village,KY,City,1280,38.257,-85.63
Elmore,AL,Town,1280,32.544,-86.336
Pelham,MA,Town,1280,42.386,-72.419
North Bend,NE,City,1279,41.465,-96.783
Rock Island,WA,City,1279,47.374,-120.138
Vinalhaven,ME,Town,1279,44.062,-68.845
West Jefferson,NC,Town,1279,36.392,-81.489
Mountain View,WY,Town,1278,41.272,-110.334
Parker City,IN,Town,1278,40.19,-85.204
Rock Port,MO,City,1278,40.411,-95.533
Bloomfield,NY,Village,1277,42.899,-77.424
Stedman,NC,Town,1277,35.014,-78.7
Elbow Lake,MN,City,1276,45.991,-95.984
Montgomery,WV,City,1275,38.174,-81.32
Avondale,PA,Borough,1274,39.826,-75.781
Harbor Springs,MI,City,1274,45.433,-84.989
Hawkins,TX,City,1274,32.591,-95.203
Auburn,KS,City,1273,38.907,-95.816
Bakersfield,VT,Town,1273,44.793,-72.803
Lambert,MS,Town,1273,34.201,-90.285
Leesburg,OH,Village,1273,39.342,-83.552
Bryn Athyn,PA,Borough,1272,40.141,-75.067
Pelahatchie,MS,Town,1272,32.321,-89.808
West Yellowstone,MT,Town,1272,44.663,-111.106
Flemington,PA,Borough,1271,41.127,-77.47
Roscoe,TX,City,1271,32.441,-100.537
Farmland,IN,Town,1270,40.19,-85.127
Hanover,OH,Village,1270,40.083,-82.275
Huntsville,TN,Town,1270,36.411,-84.504
Webb,AL,Town,1270,31.258,-85.289
Panama,OK,Town,1269,35.171,-94.671
Port Gibson,MS,City,1269,31.956,-90.983
Robersonville,NC,Town,1269,35.825,-77.253
West Leechburg,PA,Borough,1269,40.634,-79.619
Archie,MO,City,1268,38.482,-94.351
Centre Hall,PA,Borough,1268,40.845,-77.685
Shell Rock,IA,City,1268,42.712,-92.582
Waterford,VT,Town,1268,44.384,-71.944
Broadway,NC,Town,1267,35.458,-79.055
Guilford,ME,Town,1267,45.212,-69.35
Hurt,VA,Town,1267,37.096,-79.303
Princeton,WI,City,1267,43.853,-89.13
La Crosse,KS,City,1266,38.532,-99.309
Central City,IA,City,1264,42.203,-91.524
Clarksville,IA,City,1264,42.779,-92.668
Homer,GA,Town,1264,34.338,-83.495
Laurens,IA,City,1264,42.848,-94.848
Mountain Village,CO,Town,1264,37.932,-107.858
Ladd,IL,Village,1263,41.382,-89.214
St Francis,KS,City,1263,39.771,-101.802
Thorndale,TX,City,1263,30.614,-97.206
Coleman,MI,City,1262,43.759,-84.587
Kent City,MI,Village,1262,43.224,-85.756
Kingston,OH,Village,1262,39.472,-82.912
New Sharon,IA,City,1262,41.47,-92.651
Long Creek,IL,Village,1261,39.805,-88.847
Reese,MI,Village,1261,43.453,-83.689
China,TX,City,1260,30.041,-94.338
Larimore,ND,City,1260,47.909,-97.627
Point Venture,TX,Village,1260,30.384,-97.998
Shoreham,VT,Town,1260,43.895,-73.31
Springfield,NH,Town,1259,43.49,-72.039
Stryker,OH,Village,1259,41.503,-84.417
Tiltonsville,OH,Village,1259,40.172,-80.698
Centreville,MS,Town,1258,31.087,-91.065
Clear Lake Shores,TX,City,1258,29.547,-95.033
Eagle Butte,SD,City,1258,44.991,-101.228
Edgerton,MN,City,1258,43.875,-96.13
Goodman,MS,Town,1258,32.968,-89.913
Jeffersonville,OH,Village,1258,39.652,-83.557
Manton,MI,City,1258,44.411,-85.401
Stamps,AR,City,1258,33.355,-93.498
Earlington,KY,City,1257,37.277,-87.509
Geneva,IN,Town,1257,40.597,-84.957
La Plata,MO,City,1257,40.024,-92.491
Fayette,IA,City,1256,42.842,-91.804
Hurley,NM,Town,1256,32.699,-108.132
Manly,IA,City,1256,43.288,-93.201
Nashville,IN,Town,1256,39.211,-86.245
Spring Grove,MN,City,1256,43.561,-91.637
Taylorsville,KY,City,1256,38.032,-85.345
Bethany,IL,Village,1255,39.644,-88.741
Duncansville,PA,Borough,1255,40.426,-78.43
Theresa,WI,Village,1255,43.517,-88.454
Princeville,NC,Town,1254,35.889,-77.529
St Elmo,IL,City,1254,39.024,-88.852
Blue Ridge,GA,City,1253,34.866,-84.323
Brookside,AL,Town,1253,33.638,-86.898
Fowler,CO,Town,1253,38.13,-104.026
Hanna City,IL,Village,1253,40.693,-89.794
Martindale,TX,City,1253,29.843,-97.84
Benwood,WV,City,1252,40.01,-80.732
Frankfort,MI,City,1252,44.637,-86.232
New London,MN,City,1252,45.297,-94.948
North Apollo,PA,Borough,1252,40.594,-79.557
Bainbridge,NY,Village,1251,42.302,-75.479
Emory,TX,City,1251,32.877,-95.766
Pierce City,MO,City,1251,36.947,-94.004
Danbury,NH,Town,1250,43.53,-71.87
De Graff,OH,Village,1250,40.313,-83.917
Fairfax,MN,City,1250,44.528,-94.723
Gholson,TX,City,1250,31.706,-97.238
Goodhue,MN,City,1250,44.401,-92.626
Keenesburg,CO,Town,1250,40.113,-104.482
Royalston,MA,Town,1250,42.682,-72.176
Weber City,VA,Town,1250,36.624,-82.563
Iola,WI,Village,1249,44.51,-89.117
Shattuck,OK,Town,1249,36.265,-99.877
Troy,PA,Borough,1249,41.783,-76.792
Alton,IA,City,1248,42.987,-96.009
Hilbert,WI,Village,1248,44.142,-88.161
Madison Lake,MN,City,1247,44.205,-93.816
North Collins,NY,Village,1247,42.595,-78.937
Wilson,NY,Village,1247,43.315,-78.828
Baltic,SD,City,1246,43.761,-96.737
Cavalier,ND,City,1246,48.795,-97.623
Lunenburg,VT,Town,1246,44.477,-71.713
Munday,TX,City,1246,33.447,-99.624
Wathena,KS,City,1246,39.761,-94.935
Cleveland,AL,Town,1245,34.0,-86.563
Haskins,OH,Village,1245,41.465,-83.704
Jonesport,ME,Town,1245,44.579,-67.603
Marthasville,MO,City,1245,38.631,-91.058
Plum Grove,TX,City,1245,30.201,-95.096
Brookfield,VT,Town,1244,44.034,-72.595
Fullerton,NE,City,1244,41.364,-97.972
Stockbridge,MI,Village,1244,42.448,-84.176
Avalon,NJ,Borough,1243,39.091,-74.736
Surf City,NJ,Borough,1243,39.662,-74.169
Estancia,NM,Town,1242,34.763,-106.023
Pleasant Hill,OH,Village,1241,40.051,-84.346
Gnadenhutten,OH,Village,1240,40.359,-81.426
Mahnomen,MN,City,1240,47.314,-95.967
Morningside,MD,Town,1240,38.83,-76.889
Willacoochee,GA,City,1240,31.335,-83.044
Bismarck,MO,City,1239,37.767,-90.622
Orwell,VT,Town,1239,43.805,-73.287
Wisner,NE,City,1239,41.988,-96.914
Breckenridge,MI,Village,1238,43.408,-84.479
Chittenden,VT,Town,1237,43.757,-72.921
Lubec,ME,Town,1237,44.807,-67.029
Orford,NH,Town,1237,43.896,-72.064
Wells,NV,City,1237,41.113,-114.954
West Easton,PA,Borough,1237,40.678,-75.236
Plainfield,VT,Town,1236,44.246,-72.411
Albany,LA,Village,1235,30.503,-90.585
Beverly,OH,Village,1233,39.55,-81.636
Chelsea,VT,Town,1233,43.992,-72.457
Green Springs,OH,Village,1233,41.257,-83.054
Irasburg,VT,Town,1233,44.814,-72.281
Palestine,IL,Village,1233,39.002,-87.613
Valmeyer,IL,Village,1233,38.306,-90.298
Williamsburg,PA,Borough,1233,40.463,-78.204
Black River,NY,Village,1232,44.01,-75.796
Chatham,VA,Town,1232,36.812,-79.4
Dixon,MO,City,1232,37.995,-92.096
Milford,NJ,Borough,1232,40.574,-75.089
Rich Hill,MO,City,1232,38.096,-94.363
Big Sandy,TX,Town,1231,32.586,-95.113
Frankfort,ME,Town,1231,44.602,-68.91
Irvington,KY,City,1231,37.878,-86.286
Mulberry,IN,Town,1231,40.346,-86.667
Tangent,OR,City,1231,44.548,-123.111
Edison,GA,City,1230,31.561,-84.737
Livermore,KY,City,1230,37.492,-87.134
Siletz,OR,City,1230,44.722,-123.919
Hawley,PA,Borough,1229,41.476,-75.176
Marsing,ID,City,1229,43.546,-116.81
New Richland,MN,City,1229,43.894,-93.494
Valley Mills,TX,City,1229,31.659,-97.472
Bally,PA,Borough,1228,40.4,-75.588
Chester,MA,Town,1228,42.292,-72.937
Cornersville,TN,Town,1228,35.375,-86.879
Garretson,SD,City,1228,43.715,-96.503
St John,KS,City,1228,38.0,-98.761
University Heights,IA,City,1228,41.655,-91.559
Etna,ME,Town,1226,44.786,-69.134
Fowler,MI,Village,1226,43.004,-84.742
Kensington,NY,Village,1226,40.793,-73.722
Montague,CA,City,1226,41.727,-122.531
Rutherford College,NC,Town,1226,35.751,-81.527
Tower Lakes,IL,Village,1226,42.228,-88.155
Bellefonte,DE,Town,1225,39.767,-75.498
Biglerville,PA,Borough,1225,39.93,-77.246
Bridport,VT,Town,1225,43.983,-73.336
Fort Deposit,AL,Town,1225,31.986,-86.566
Zebulon,GA,City,1225,33.094,-84.343
Boswell,PA,Borough,1224,40.161,-79.027
Diaz,AR,City,1224,35.649,-91.259
Erin,TN,City,1224,36.316,-87.703
Hillcrest,IL,Village,1224,41.976,-89.072
Moravia,NY,Village,1224,42.712,-76.422
Orangeville,UT,City,1224,39.231,-111.059
Hebron,ME,Town,1223,44.21,-70.384
Laverne,OK,Town,1223,36.705,-99.897
Rolla,ND,City,1223,48.844,-99.61
Camillus,NY,Village,1222,43.039,-76.309
Clinton,KY,City,1222,36.666,-88.994
La Grulla,TX,City,1222,26.271,-98.649
Pigeon,MI,Village,1222,43.83,-83.27
Rangeley,ME,Town,1222,44.976,-70.73
Gregory,SD,City,1221,43.23,-99.421
Rossville,IL,Village,1221,40.381,-87.67
Salisbury,VT,Town,1221,43.923,-73.127
Alpine,WY,Town,1220,43.161,-111.018
Clio,AL,City,1220,31.709,-85.611
Greenfield,MO,City,1220,37.416,-93.843
Bloomfield,PA,Borough,1219,40.419,-77.189
Due West,SC,Town,1219,34.335,-82.391
Sullivan,ME,Town,1219,44.535,-68.151
Ashland,IL,Village,1218,39.889,-90.008
Clear Lake,SD,City,1218,44.756,-96.69
Elm City,NC,Town,1218,35.809,-77.862
Ardmore,TN,City,1217,35.004,-86.851
Coosada,AL,Town,1217,32.495,-86.327
Honaker,VA,Town,1217,37.016,-81.969
Lexington,TX,Town,1217,30.415,-97.009
West Blocton,AL,Town,1217,33.119,-87.124
Woodland,ME,Town,1217,46.884,-68.12
Barbourmeade,KY,City,1216,38.299,-85.601
Berry,AL,Town,1216,33.664,-87.608
Hillsdale,MO,Village,1216,38.686,-90.287
Jewell Junction,IA,City,1216,42.31,-93.639
Pine Mountain,GA,Town,1216,32.852,-84.852
Blandford,MA,Town,1215,42.188,-72.95
Britton,SD,City,1215,45.792,-97.753
Basile,LA,Town,1214,30.486,-92.601
Riddle,OR,City,1214,42.954,-123.364
Wells,VT,Town,1214,43.436,-73.189
Greenland,AR,City,1213,36.005,-94.185
Hastings,PA,Borough,1213,40.665,-78.709
Keedysville,MD,Town,1213,39.486,-77.699
Brownsboro,TX,City,1212,32.298,-95.613
Chilmark,MA,Town,1212,41.369,-70.717
Livonia,LA,Town,1212,30.562,-91.55
Marmaduke,AR,City,1212,36.189,-90.386
Millbourne,PA,Borough,1212,39.964,-75.253
Bethesda,OH,Village,1211,40.017,-81.073
Buffalo,WV,Town,1211,38.612,-81.982
Coulee Dam,WA,Town,1211,47.969,-118.976
Dixmont,ME,Town,1211,44.693,-69.148
Gilbert,IA,City,1211,42.108,-93.647
Hoxie,KS,City,1211,39.356,-100.44
Edmore,MI,Village,1210,43.408,-85.036
Arlington,GA,City,1209,31.438,-84.725
Athena,OR,City,1209,45.813,-118.493
Elkader,IA,City,1209,42.858,-91.402
Heritage Creek,KY,City,1209,38.094,-85.611
Bergen,NY,Village,1208,43.083,-77.942
Blue Lake,CA,City,1208,40.883,-123.995
Pleasanton,KS,City,1208,38.18,-94.708
Sidney,IL,Village,1208,40.025,-88.072
Boston,GA,City,1207,30.791,-83.789
Braintree,VT,Town,1207,43.969,-72.723
Cornwall,VT,Town,1207,43.951,-73.214
Salineville,OH,Village,1206,40.621,-80.834
Topeka,IN,Town,1206,41.54,-85.547
Kenton,TN,Town,1205,36.202,-89.015
Morristown,IN,Town,1205,39.673,-85.702
Red Boiling Springs,TN,City,1205,36.53,-85.848
Asotin,WA,City,1204,46.334,-117.039
Fletcher,OK,Town,1204,34.826,-98.241
Pandora,OH,Village,1204,40.948,-83.962
Pinconning,MI,City,1204,43.857,-83.965
Fairview,UT,City,1203,39.63,-111.438
Hartford,ME,Town,1203,44.367,-70.324
Loyal,WI,City,1203,44.737,-90.496
Rice,TX,City,1203,32.238,-96.497
Tatamy,PA,Borough,1203,40.741,-75.255
Ashland,ME,Town,1202,46.656,-68.37
Goodman,MO,Town,1202,36.739,-94.409
Lyons,OR,City,1202,44.779,-122.612
Natalia,TX,City,1202,29.188,-98.851
Sedgwick,ME,Town,1202,44.339,-68.627
Barrackville,WV,Town,1201,39.502,-80.17
Boulder,MT,City,1201,46.236,-112.121
Downs,IL,Village,1201,40.399,-88.891
Winterville,GA,City,1201,33.967,-83.282
Duboistown,PA,Borough,1200,41.223,-77.038
Palm Shores,FL,Town,1200,28.192,-80.66
Pinetops,NC,Town,1200,35.791,-77.638
Colon,MI,Village,1199,41.959,-85.323
Topsham,VT,Town,1199,44.132,-72.252
Ashley,OH,Village,1198,40.41,-82.952
Rock Hall,MD,Town,1198,39.138,-76.241
Clinton,OH,Village,1197,40.928,-81.631
Denmark,ME,Town,1197,43.974,-70.797
Falkville,AL,Town,1197,34.377,-86.91
Fountain Green,UT,City,1197,39.628,-111.64
Franklinville,NC,Town,1197,35.743,-79.693
Grant,NE,City,1197,40.845,-101.726
Richmond,NH,Town,1197,42.769,-72.268
Buchanan,VA,Town,1196,37.521,-79.691
Fremont,NC,Town,1196,35.544,-77.975
